recipe_name,time_preparation(min),calories(kcal),ingredients_list,gluten_free,egg_free,sucrose_fructose_free,low_sodium,lactose_free,recipe_url,recipe_image_url
Ensalada de garbanzos con verduritas y atún,15.0,445.0,"['garbanzos cocidos', 'atún en conserva', 'cebolla morada', 'pimiento rojo', 'pimiento verde', 'tomate cereza', 'zumo de limón', 'mostaza', 'vinagre de jerez', 'aceite de oliva', 'sal', 'pimienta negra', 'perejil']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-garbanzos-verduritas-y-atun_407.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-garbanzos-con-verduritas-y-atun_b48c1f40_800x800.jpg
"Ensalada de pollo, espinacas y melocotones",30.0,403.0,"['pechugas de pollo', 'melocotones', 'cebolleta', 'salsa de soja', 'col lombarda', 'espinacas', 'mostaza a la antigua', 'diente de ajo', 'miel', 'semillas de sésamo negro', 'vinagre de jerez', 'pimienta negra en grano', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-espinacas-y-melocotones_411.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-espinacas-y-melocotones_cb296dff_800x800.jpg
"Milhojas de tomate, aguacate, huevo y atún salteado",20.0,250.0,"['tomates', 'aguacates', 'huevos', 'atún', 'cebollino', 'sal', 'pimienta negra', 'aceite de oliva']",1,0,0,0,0,https://www.lecturas.com/recetas/milhojas-tomate-aguacate-huevo-y-atun-salteado_451.html,https://content-recetas.lecturas.com/medio/2018/07/19/milhojas-de-tomate-aguacate-huevo-y-atun-salteado_76f2eca1_800x800.jpg
Ensalada de verduras y ventresca de atún,20.0,100.0,"['lechugas', 'ventresca de atún', 'rúcula', 'escarolas', 'canónigos', 'huevos', 'zanahoria', 'pepino', 'apio', 'pimientos rojos', 'perejil', 'sal', 'pimienta negra', 'aceite de oliva', 'vinagre de jerez']",1,0,0,1,1,https://www.lecturas.com/recetas/ensalada-verduras-y-ventresca-atun_465.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-con-verduras-y-ventresca-de-atun_43288fe8_800x800.jpg
Barquitas de endivias con atún,15.0,,"['endibia', 'atún en conserva', 'aceitunas rellenas de anchoa', 'huevo', 'tomate cereza', 'salsa rosa']",0,0,0,0,0,https://www.lecturas.com/recetas/barquitas-endibias-atun_1073.html,https://content-recetas.lecturas.com/medio/2018/07/19/barquitas-de-endibia-con-atun_99768dbf_800x800.jpg
Ensalada de arroz con champiñones,30.0,385.0,"['arroz largo', 'queso de oveja tierno', 'perejil', 'champiñón', 'beicon en daditos', 'diente de ajo', 'cebolla', 'vinagre de jerez', 'aceite de oliva', 'pimienta negra', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-arroz-champinones_1401.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-arroz-con-champinones_974bd64e_800x800.jpg
Ensalada tibia con pollo,30.0,205.0,"['lechugas hoja de roble', 'pechugas de pollo', 'pimientos rojos', 'aceitunas negras', 'zanahorias', 'cebollino', 'aceite de oliva', 'vinagre de jerez', 'pimienta negra', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-tibia-pollo_1402.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-tibia-con-pollo_c57580d6_800x800.jpg
Ensalada de atún con pimientos,25.0,350.0,"['lechuga brotes variados', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'ventresca de atún en conserva en aceite de oliva', 'aceitunas negras', 'vinagre', 'semillas de sésamo', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-atun-pimientos_1448.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-atun-con-pimientos_6b6ece60_800x800.jpg
Ensalada de patata con atún y aceitunas,45.0,320.0,"['patata medianas', 'tomate de ensalada', 'atún en conserva en aceite de oliva', 'alcaparra', 'aceitunas negras', 'perejil', 'vinagre de jerez', 'aceite de oliva', 'mostaza', 'sal', 'pimienta']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-patata-atun-y-aceitunas_2055.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-patata-con-atun-y-aceitunas_4d70c2cb_800x800.jpg
Pollo en ensalada con apio y manzana,15.0,130.0,"['pechugas de pollo', 'penca de apio', 'manzana golden', 'cogollo de lechuga', 'limón', 'vinagre', 'aceite de oliva', 'sal', 'pimienta']",1,0,0,0,1,https://www.lecturas.com/recetas/pollo-ensalada-apio-y-manzana_2174.html,https://content-recetas.lecturas.com/medio/2018/07/19/pollo-en-ensalada-con-apio-y-manzana_22773f53_800x800.jpg
Tomates rellenos de atún,20.0,375.0,"['tomate', 'atún en conserva', 'salsa mayonesa', 'aceitunas rellenas de anchoa', 'pepinillos en vinagre', 'aceitunas negras']",0,0,0,0,0,https://www.lecturas.com/recetas/tomates-rellenos-atun_2225.html,https://content-recetas.lecturas.com/medio/2018/07/19/tomates-rellenos-de-atun_b9217d37_800x800.jpg
Tomate con ventresca de atún,15.0,390.0,"['tomate maduros y carnosos', 'ventresca de atún en conserva', 'cebolleta', 'aceitunas negras sin hueso', 'sal en escamas', 'aceite de oliva']",1,0,0,0,1,https://www.lecturas.com/recetas/tomate-ventresca-atun_2227.html,https://content-recetas.lecturas.com/medio/2018/07/19/tomate-con-ventresca-de-atun_de51e707_800x800.jpg
Ensalada de gazpacho con pan tostado,20.0,270.0,"['tomate', 'pimiento verde', 'cebolla', 'pepino', 'diente de ajo', 'aceite de oliva', 'vinagre de jerez', 'sal en escamas', 'pimienta', 'pan']",0,0,0,0,1,https://www.lecturas.com/recetas/ensalada-gazpacho-pan-tostado_2230.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-gazpacho-con-pan-tostado_1c6fb2ff_800x800.jpg
Salteado de quinoa y verduras,25.0,137.0,"['quinoa', 'cúrcuma', 'puerro', 'brócoli', 'zanahorias', 'maíz', 'salsa de soja', 'zumo de manzana', 'semillas de sésamo tostadas', 'cebollino', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/salteado-quinoa-y-verduras_2790.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-de-quinoa-y-verduras_75dba9b6_800x800.jpg
"Ensalada de patata, atún y tomates secos",35.0,360.0,"['patatas', 'filetes de atún', 'tomates secos', 'cebolla morada', 'azafrán molido', 'mostaza a la antigua', 'vinagre de jerez', 'tomillo', 'sal', 'pimienta', 'aceite de oliva virgen']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-patata-atun-y-tomates-secos_2802.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-patata-atun-y-tomates-secos_9d9126e0_800x800.jpg
Espirales con queso fresco y atún,,,"['espirales de pasta', 'cebolla', 'pimienta', 'atún en escabeche de 80 g cada una', 'sal', 'queso de burgos', 'orégano', 'aceitunas negras', 'aceite de oliva', 'vinagre de jerez']",0,0,0,0,0,https://www.lecturas.com/recetas/espirales-queso-fresco-y-atun_2936.html,https://content-recetas.lecturas.com/medio/2018/07/19/espirales-con-queso-fresco-y-atun_1c9a0b3d_800x800.jpg
Pimientos asados en ensalada con atún,20.0,298.0,"['pimiento rojo asados en tiras', 'atún en conserva en aceite', 'huevo', 'cebolleta', 'aceitunas rellenas de anchoa', 'aceite', 'sal', 'tomillo']",1,0,0,0,1,https://www.lecturas.com/recetas/pimientos-asados-ensalada-atun_2957.html,https://content-recetas.lecturas.com/medio/2018/07/19/pimientos-asados-en-ensalada-con-atun_48e01a04_800x800.jpg
Ensalada de patata con atún,35.0,,"['patata', 'atún en conserva en aceite', 'cebolleta', 'tomate maduros', 'aceitunas negras', 'pimiento verde', 'huevo', 'aceite de oliva', 'vinagre de vino', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-patata-atun_3190.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-patata-con-atun_1d936046_800x800.jpg
Ensalada de coles y berenjena al grill,20.0,,"['berenjena largas o 1 berenjena morada grande', 'repollo', 'col lombarda', 'hinojo', 'zanahoria', 'frutos secos picados', 'chile rojo picado', 'orégano', 'aceite de oliva virgen', 'vinagre', 'sal', 'salsa de soja', 'vinagre de manzana', 'miso', 'semillas de sésamo']",0,0,0,0,1,https://www.lecturas.com/recetas/ensalada-coles-y-berenjena-grill_3197.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-coles-y-berenjena-al-grill_9de2eb3d_800x800.jpg
"Noodles de pepino con pipas, maíz y guacamole",15.0,,"['pepino', 'zanahoria', 'mazorca de maíz mini', 'cebolla morada', 'lechuga hoja de roble cortadas', 'piñones de piñones y pipas peladas', 'zumo de limón', 'aguacate grandes', 'tomate cortado en dados', 'cebolla grande picada', 'semillas de sésamo', 'cilantro', 'zumo de lima o de limón', 'sal']",1,0,0,1,1,https://www.lecturas.com/recetas/noodles-pepino-pipas-maiz-y-guacamole_3198.html,https://content-recetas.lecturas.com/medio/2018/07/19/noodles-de-pepino-con-pipas-maiz-y-guacamole_816e03d1_800x800.jpg
"Cogollos con ajo frito, atún y pimiento morrón",10.0,,"['cogollo de lechuga', 'diente de ajo', 'atún en conserva en aceite de oliva', 'pimiento morrón 1 bote', 'aceite de oliva', 'vinagre de jerez', 'sal', 'pimienta']",1,0,0,0,1,https://www.lecturas.com/recetas/cogollos-ajo-frito-atun-y-pimiento-morron_3220.html,https://content-recetas.lecturas.com/medio/2018/07/19/cogollos-con-ajo-frito-atun-y-pimiento-morron_0b16b679_800x800.jpg
Ensalada de pollo a la mostaza con lechuga,15.0,337.0,"['pechuga de pollo asada en dos mitades', 'lechugas lechuga rúcula escarola achicoria canónigos', 'picatostes', 'mostaza a la antigua', 'vinagre', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-a-mostaza-lechuga_3278.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-a-la-mostaza-con-lechuga_72e89a83_800x800.jpg
"Ensalada de brócoli, judías verdes y aguacate",25.0,185.0,"['brócoli', 'judía verde', 'aguacate', 'tomate', 'cebolla morada', 'anacardos', 'mostaza rústica', 'zumo de limón', 'aceite de oliva virgen extra', 'perejil picado', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-brocoli-judias-verdes-y-aguacate_3365.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-brecol-judias-verdes-y-aguacate_dc1deb62_800x800.jpg
Ensalada de pollo con espinacas y fresas,15.0,370.0,"['pechuga de pollo asada en dos mitades', 'fresones', 'espinacas baby', 'pimienta roja en grano', 'aceite de oliva', 'vinagre', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-espinacas-y-fresas_3466.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-con-espinacas-y-fresas_fbbfa11b_800x800.jpg
Ensalada de pollo con arroz y tomates,15.0,337.0,"['pechuga de pollo asada en dos mitades', 'arroz', 'tomates cereza rojos y amarillos', 'albahaca', 'cebollino', 'perejil', 'aceite', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-arroz-y-tomates_3467.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-con-arroz-y-tomates_b8dee905_800x800.jpg
Ensalada de pollo con aguacate y manzana,20.0,480.0,"['pechuga de pollo asada en dos mitades', 'aguacates', 'manzanas', 'limón', 'perejil', 'vinagre de manzana', 'aceite', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-aguacate-y-manzana_3468.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-con-aguacate-y-manzana_07ebb78f_800x800.jpg
Ensalada verde con pollo y frambuesas,30.0,220.0,"['pechugas de pollo', 'espinacas baby', 'rúcula', 'frambuesas', 'miel', 'almendras fileteadas', 'queso de cabra', 'pimientos rojos asado', 'penca de apio', 'pimienta', 'aceite de oliva', 'lima', 'vinagre de manzana', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-verde-pollo-y-frambuesas_3499.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-verde-con-pollo-y-frambuesas_c74ceb94_800x800.jpg
"Rollitos de atún, aguacate y pimientos",20.0,230.0,"['pan de molde', 'huevos', 'pimientos morrones', 'aguacate', 'cebolleta', 'atún en conserva en aceite', 'surimi barritas', 'perejil', 'aceitunas rellenas de anchoa', 'salsa mayonesa', 'pimentón', 'tomate frito', 'sal', 'zanahoria']",0,0,0,0,1,https://www.lecturas.com/recetas/rollitos-atun-aguacate-y-pimientos_3535.html,https://content-recetas.lecturas.com/medio/2018/07/19/rollitos-de-atun-aguacate-y-pimientos_3e313c55_800x800.jpg
Judías verdes cocidas con atún y huevo,30.0,359.0,"['judías verdes', 'atún en conserva al natural', 'huevos de codorniz', 'tomates cereza', 'tomillo', 'pimienta rosa', 'aceite', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/judias-verdes-cocidas-atun-y-huevo_3548.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-cocidas-con-atun-y-huevo_e6e7b768_800x800.jpg
Cuscús con aceitunas negras y pasas,20.0,245.0,"['cuscús', 'pimiento verde', 'pepino', 'cebolla morada', 'uvas pasas de corinto', 'aceitunas negras', 'diente de ajo', 'limón', 'menta', 'perejil', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/cuscus-aceitunas-negras-y-pasas_3589.html,https://content-recetas.lecturas.com/medio/2018/07/19/cuscus-con-aceitunas-negras-y-pasas_04151e91_800x800.jpg
Ramilletes de brócoli con mayonesa de yogur,30.0,315.0,"['brócoli', 'jamón serrano a taquitos', 'aceitunas negras deshuesadas', 'tomate seco en aceite de oliva', 'yogur', 'diente de ajo', 'flor de uso alimentario', 'vinagre de manzana', 'aceite de oliva virgen extra', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ramilletes-brocoli-mayonesa-yogur_4141.html,https://content-recetas.lecturas.com/medio/2018/07/19/ramilletes-de-brocoli-con-mayonesa-de-yogur_540b89bd_800x800.jpg
Ensalada de pollo con vinagreta de puerro,30.0,240.0,"['pechugas de pollo', 'puerro', 'vino blanco', 'salsa de soja', 'miel', 'lechugas brotes variados', 'queso fresco', 'uvas pasas', 'piñones', 'mostaza de dijon', 'vinagre de manzana', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,1,https://www.lecturas.com/recetas/ensalada-pollo-vinagreta-puerro_4168.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-pollo-con-vinagreta-de-puerro_46e81cd8_800x800.jpg
Salmorejo con patatas y atún,30.0,390.0,"['salmorejo', 'patatas', 'cebolleta', 'ventresca de atún en conserva', 'colas de gamba cocida', 'aceite', 'perejil', 'vinagre de jerez', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/salmorejo-patatas-y-atun_4232.html,https://content-recetas.lecturas.com/medio/2018/07/19/salmorejo-con-patatas-y-atun_664377ce_800x800.jpg
Ensalada flor de aguacate,30.0,290.0,"['aguacate', 'mango', 'fresón', 'lechuga', 'cacahuetes pelados', 'limón', 'hinojo', 'aceite', 'sal', 'vinagre de manzana']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-flor-aguacate_4236.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-ensalada-flor-de-aguacate-resultado-final_a36df05d_800x800.jpg
Ensalada de judías con aguacate y algas,60.0,,"['judía blanca', 'cebolla tiernas', 'tomate pera', 'pimiento amarillo', 'aguacate', 'manzana tipo granny smith', 'alga wakame 1 tira deshidratada', 'rúcula', 'maíz cocido', 'sal marina']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-judias-aguacate-y-algas_4441.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-judias-con-aguacate-y-algas_06e75c0f_800x800.jpg
Tabulé de quinoa con pulpo y chips de alcachofa,45.0,285.0,"['pulpos cocido', 'quinoa', 'pimientos rojos', 'pimientos verdes', 'pimientos amarillos', 'pepinos', 'alcachofa', 'cebollas tierna', 'tomate', 'menta', 'limón', 'pimentón dulce', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/tabule-quinoa-pulpo-y-chips-alcachofa_4493.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-tabule-de-quinoa-con-pulpo-y-chips-de-alcachofa-resultado-final_bc24ce4a_800x800.jpg
"Buddha bowl de coliflor, gambas, cuscús y acelgas",40.0,,"['coliflor pequeña', 'acelgas brotes', 'cuscús', 'germinados', 'cola de gamba pelada', 'pimentón ahumado', 'aceite de oliva virgen extra', 'sal', 'cebolleta', 'ajo en polvo', 'jengibre molido', 'harina', 'leche de coco']",0,0,0,0,0,https://www.lecturas.com/recetas/buddha-bowl-coliflor-gambas-cuscus-y-acelgas_4869.html,https://content-recetas.lecturas.com/medio/2018/07/19/buddha-bowl-de-coliflor-gambas-cuscus-y-acelgas-y-buddha-bowl-de-pasta-salmon-espinacas-y-manzana_0485d00d_800x800.jpg
"Buddha bowl de pasta, salmón, espinacas y manzana",40.0,,"['lacitos de pasta', 'lomo de salmón sin piel ni espinas', 'espinacas brotes', 'cebolla frita crujiente', 'manzana', 'germinados', 'semillas variadas', 'limón el zumo', 'cebolleta', 'pimienta verde en grano', 'sal', 'nata líquida vegetal de avena o de soja', 'aceite de oliva virgen extra']",0,0,0,0,0,https://www.lecturas.com/recetas/buddha-bowl-pasta-salmon-espinacas-y-manzana_4870.html,https://content-recetas.lecturas.com/medio/2018/07/20/buddha-bowl-de-coliflor-gambas-cuscus-y-acelgas-y-buddha-bowl-de-pasta-salmon-espinacas-y-manzana_0485d00d_800x800.jpg
"Buddha bowl de pavo, quinoa y feta con hummus de berenjena",50.0,,"['quinoa', 'pechugas de pavo braseada en un trozo', 'aceitunas negras deshuesadas', 'queso feta', 'tomates cereza', 'lechugas mezclum', 'sal', 'berenjenas', 'diente de ajo', 'comino molido', 'aceite de oliva virgen extra']",0,0,0,0,0,https://www.lecturas.com/recetas/buddha-bowl-pavo-quinoa-y-feta-hummus-berenjena_4872.html,https://content-recetas.lecturas.com/medio/2019/06/04/buddha-bowl-de-garbanzos-arroz-salvaje-y-huevo-poche-y-buddha-bowl-de-pavo-quinoa-y-feta-con-hummus-de-berenjena_730e6295_800x800.jpg
"Buddha bowl de pollo, fideos de arroz y hortalizas",45.0,,"['fideos de arroz', 'lechugas brotes', 'pepinos', 'zanahorias', 'cebolla morada', 'limón', 'pechugas de pollo', 'romero', 'miel', 'semillas de sésamo', 'aceite de oliva', 'sal', 'aceite de oliva', 'mostaza', 'zumo de limón', 'miel', 'vinagre de manzana']",0,0,0,0,0,https://www.lecturas.com/recetas/buddha-bowl-pollo-fideos-arroz-y-hortalizas_4873.html,https://content-recetas.lecturas.com/medio/2018/07/19/buddha-bowl-de-pollo-fideos-de-arroz-y-hortalizas-y-buddha-bowl-de-alubias-judias-berros-y-remolacha_1493e697_800x800.jpg
Ceviche de champiñones y aguacate,15.0,,"['champiñón', 'aguacate', 'zumo de limón', 'chile picante al gusto', 'apio picadito', 'diente de ajo picaditos', 'cilantro picado', 'aceite de oliva', 'sal', 'rúcula', 'germinados de remolacha']",1,1,0,0,1,https://www.lecturas.com/recetas/ceviche-champinones-y-aguacate_5078.html,https://content-recetas.lecturas.com/medio/2019/05/30/ceviche-de-champinones-y-aguacate_65232731_800x800.jpg
"Ensalada de aguacate, hojas verdes y alga nori",,,"['aguacate', 'lechuga', 'alga nori', 'zumo de limón', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-aguacate-hojas-verdes-y-alga-nori_13.html,https://content-recetas.lecturas.com/medio/2019/06/06/ensalada-de-aguacate-hojas-verdes-y-alga-nori_0734d3f1_800x800.jpg
Ensalada con vinagreta de frutos rojos,35.0,,"['lechugas brotes tiernos', 'rábanos', 'tirabeques', 'hinojo', 'cebolla morada', 'alfalfa', 'pistachos', 'arándanos', 'grosellas', 'frambuesas', 'moras', 'vinagre de manzana', 'azúcar', 'aceite de oliva', 'sal', 'pimienta rosa']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-vinagreta-frutos-rojos_31.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-con-vinagreta-de-frutos-rojos_24cfc8dd_800x800.jpg
